conversation_id,parent_tweet_id,child_tweet_id,relationship_source,relationship_valid
conv_AppleSupport_6658,325924,325926,both,True
conv_AppleSupport_6658,326753,326752,both,True
conv_AppleSupport_6658,326753,326754,both,True
conv_AppleSupport_6658,327618,327619,both,True
conv_AppleSupport_6658,332834,332835,both,True
conv_AppleSupport_6658,332837,340926,both,True
conv_AppleSupport_6658,375303,375298,both,True
conv_AppleSupport_6658,684589,684590,both,True
conv_AppleSupport_6658,688384,688385,both,True
conv_AppleSupport_6658,694201,694202,both,True
conv_AppleSupport_6658,694201,694203,both,True
conv_AppleSupport_6658,694201,694204,both,True
conv_AppleSupport_6658,704114,704115,both,True
conv_AppleSupport_6658,704114,704116,both,True
conv_AppleSupport_6658,718507,718508,both,True
conv_AppleSupport_6658,718507,718509,both,True
conv_AppleSupport_6658,740581,740582,both,True
conv_AppleSupport_6658,764676,764677,both,True
conv_AppleSupport_6658,825662,825660,both,True
conv_AppleSupport_6658,2052629,2052630,both,True
conv_AppleSupport_6658,2548646,2548647,both,True
conv_AppleSupport_6658,255551,255552,both,True
conv_AppleSupport_6658,255551,255553,both,True
conv_AppleSupport_6658,255819,255820,both,True
conv_AppleSupport_6658,260004,260006,both,True
conv_AppleSupport_6658,260005,260007,both,True
conv_AppleSupport_6658,284938,284937,both,True
conv_AppleSupport_6658,288335,288336,both,True
conv_AppleSupport_6658,301117,301118,both,True
conv_AppleSupport_6658,311338,311337,both,True
conv_AppleSupport_6658,326752,326751,both,True
conv_AppleSupport_6658,332835,332836,both,True
conv_AppleSupport_6658,375298,375296,both,True
conv_AppleSupport_6658,684590,684591,both,True
conv_AppleSupport_6658,694203,694205,both,True
conv_AppleSupport_6658,718508,718510,both,True
conv_AppleSupport_6658,764677,764678,both,True
conv_AppleSupport_6658,825660,825659,both,True
conv_AppleSupport_6658,825660,825661,both,True
conv_AppleSupport_6658,2052630,2052631,both,True
conv_AppleSupport_6658,2548647,2548648,both,True
conv_AppleSupport_6658,255820,255821,both,True
conv_AppleSupport_6658,255820,255822,both,True
conv_AppleSupport_6658,255820,255823,both,True
conv_AppleSupport_6658,301118,301120,both,True
conv_AppleSupport_6658,375296,375297,both,True
conv_AppleSupport_6658,694205,694206,both,True
conv_AppleSupport_6658,694205,694207,both,True
conv_AppleSupport_6658,825661,2067719,both,True
conv_AppleSupport_6658,255823,255824,both,True
conv_AppleSupport_6658,375297,375299,both,True
conv_AppleSupport_6658,375299,375300,both,True
conv_AppleSupport_6658,375300,375301,both,True
conv_AppleSupport_6658,375301,375302,both,True
conv_AppleSupport_6919,6917,6916,both,True
conv_AppleSupport_6919,6918,6917,both,True
conv_AppleSupport_6919,6919,6918,both,True
conv_AppleSupport_6928,6928,6927,both,True
conv_AppleSupport_6934,6934,6933,both,True
conv_AppleSupport_8297,8297,8296,both,True
conv_AppleSupport_8299,8299,8298,both,True
conv_AppleSupport_8302,8302,8300,both,True
conv_AppleSupport_8302,8300,8301,both,True
conv_AppleSupport_8304,8304,8303,both,True
conv_AppleSupport_8313,8308,8307,both,True
conv_AppleSupport_8313,8309,8308,both,True
conv_AppleSupport_8313,8310,8309,both,True
conv_AppleSupport_8313,8311,8310,both,True
conv_AppleSupport_8313,8313,8311,both,True
conv_AppleSupport_8313,8311,8312,both,True
conv_AppleSupport_8321,8316,8314,both,True
conv_AppleSupport_8321,8318,8316,both,True
conv_AppleSupport_8321,8314,8315,both,True
conv_AppleSupport_8321,8319,8318,both,True
conv_AppleSupport_8321,8315,8317,both,True
conv_AppleSupport_8321,8320,8319,both,True
conv_AppleSupport_8321,8321,8320,both,True
conv_AppleSupport_8331,8331,8330,both,True
conv_AppleSupport_8340,8340,8339,both,True
conv_AppleSupport_8422,8420,8418,both,True
conv_AppleSupport_8422,8421,8420,both,True
conv_AppleSupport_8422,8418,8419,both,True
conv_AppleSupport_8422,8422,8421,both,True
conv_AppleSupport_8437,8437,8434,both,True
conv_AppleSupport_8437,8434,8435,both,True
conv_AppleSupport_8437,8434,8436,both,True
conv_AppleSupport_8437,8435,8438,both,True
conv_AppleSupport_8542,8542,8541,both,True
conv_AppleSupport_8545,8545,8543,both,True
conv_AppleSupport_8545,8543,8544,both,True
conv_AppleSupport_8545,8544,8546,both,True
conv_AppleSupport_8548,8548,8547,both,True
conv_AppleSupport_8557,8551,8549,both,True
conv_AppleSupport_8557,8556,8551,both,True
conv_AppleSupport_8557,8549,8550,both,True
conv_AppleSupport_8557,8557,8556,both,True
conv_AppleSupport_8557,8550,8552,both,True
conv_AppleSupport_8557,8550,8553,both,True
conv_AppleSupport_8557,8553,8554,both,True
conv_AppleSupport_8557,8554,8555,both,True
conv_AppleSupport_8561,8561,8558,both,True
conv_AppleSupport_8561,8558,8559,both,True
conv_AppleSupport_8561,8558,8560,both,True
conv_AppleSupport_8561,8559,8562,both,True
conv_AppleSupport_8561,8562,8563,both,True
conv_AppleSupport_8561,8563,8564,both,True
conv_AppleSupport_8568,8568,8566,both,True
conv_AppleSupport_8568,8566,8567,both,True
conv_AppleSupport_8570,8570,8569,both,True
conv_AppleSupport_8574,8574,8572,both,True
conv_AppleSupport_8574,8572,8573,both,True
conv_AppleSupport_8574,8573,8575,both,True
conv_AppleSupport_8577,8577,8576,both,True
conv_AppleSupport_8579,8579,8578,both,True
conv_AppleSupport_9152,9152,9150,both,True
conv_AppleSupport_9152,9150,9151,both,True
conv_AppleSupport_9152,9152,9156,both,True
conv_AppleSupport_9152,9151,9153,both,True
conv_AppleSupport_9152,9156,1982889,both,True
conv_AppleSupport_9152,9153,9154,both,True
conv_AppleSupport_9152,1982889,1982890,both,True
conv_AppleSupport_9152,9154,9155,both,True
conv_AppleSupport_9160,9158,9157,both,True
conv_AppleSupport_9160,9159,9158,both,True
conv_AppleSupport_9160,9160,9159,both,True
conv_AppleSupport_9162,9162,9161,both,True
conv_AppleSupport_9165,9165,9164,both,True
conv_AppleSupport_9170,9170,9168,both,True
conv_AppleSupport_9170,9168,9169,both,True
conv_AppleSupport_9170,9169,9171,both,True
conv_AppleSupport_9174,9174,9172,both,True
conv_AppleSupport_9174,9172,9173,both,True
conv_AppleSupport_9176,9176,9175,both,True
conv_AppleSupport_9178,9178,9177,both,True
conv_AppleSupport_9180,9180,9179,both,True
conv_AppleSupport_9187,9182,9181,both,True
conv_AppleSupport_9187,9183,9182,both,True
conv_AppleSupport_9187,9184,9183,both,True
conv_AppleSupport_9187,9185,9184,both,True
conv_AppleSupport_9187,9187,9185,both,True
conv_AppleSupport_9187,9185,9186,both,True
conv_AppleSupport_9190,9190,9188,both,True
conv_AppleSupport_9190,9188,9189,both,True
conv_AppleSupport_9190,9189,9191,both,True
conv_AppleSupport_9193,9193,9192,both,True
conv_AppleSupport_9195,9195,9194,both,True
conv_AppleSupport_9200,9198,9196,both,True
conv_AppleSupport_9200,9200,9198,both,True
conv_AppleSupport_9200,9196,9197,both,True
conv_AppleSupport_9200,9197,9199,both,True
conv_AppleSupport_9200,9200,9272,both,True
conv_AppleSupport_9200,9200,9212,both,True
conv_AppleSupport_9200,9200,9214,both,True
conv_AppleSupport_9200,9200,9275,both,True
conv_AppleSupport_9200,9200,9217,both,True
conv_AppleSupport_9200,9200,9221,both,True
conv_AppleSupport_9200,9200,9229,both,True
conv_AppleSupport_9200,9200,9223,both,True
conv_AppleSupport_9200,9200,9233,both,True
conv_AppleSupport_9200,9200,9239,both,True
conv_AppleSupport_9200,9200,9250,both,True
conv_AppleSupport_9200,9200,9253,both,True
conv_AppleSupport_9200,9200,9254,both,True
conv_AppleSupport_9200,9200,9255,both,True
conv_AppleSupport_9200,9200,9256,both,True
conv_AppleSupport_9200,9200,9263,both,True
conv_AppleSupport_9200,9200,9280,both,True
conv_AppleSupport_9200,9200,9266,both,True
conv_AppleSupport_9200,9200,9281,both,True
conv_AppleSupport_9200,9200,9213,both,True
conv_AppleSupport_9200,9200,9276,both,True
conv_AppleSupport_9200,9200,9237,both,True
conv_AppleSupport_9200,9200,9238,both,True
conv_AppleSupport_9200,9200,9291,both,True
conv_AppleSupport_9200,9200,9204,both,True
conv_AppleSupport_9200,9200,9265,both,True
conv_AppleSupport_9200,9200,9293,both,True
conv_AppleSupport_9200,9272,13192,both,True
conv_AppleSupport_9200,9212,32356,both,True
conv_AppleSupport_9200,9214,32370,both,True
conv_AppleSupport_9200,9275,33327,both,True
conv_AppleSupport_9200,9275,33334,both,True
conv_AppleSupport_9200,9275,33333,both,True
conv_AppleSupport_9200,9275,33335,both,True
conv_AppleSupport_9200,9217,34658,both,True
conv_AppleSupport_9200,9221,34691,both,True
conv_AppleSupport_9200,9229,36075,both,True
conv_AppleSupport_9200,9223,38209,both,True
conv_AppleSupport_9200,9233,44617,both,True
conv_AppleSupport_9200,9239,59602,both,True
conv_AppleSupport_9200,9250,1437525,both,True
conv_AppleSupport_9200,9253,1474702,both,True
conv_AppleSupport_9200,9254,1500766,both,True
conv_AppleSupport_9200,9255,1507337,both,True
conv_AppleSupport_9200,9256,1513408,both,True
conv_AppleSupport_9200,9263,1626587,both,True
conv_AppleSupport_9200,9280,1635794,both,True
conv_AppleSupport_9200,9266,1641334,both,True
conv_AppleSupport_9200,9281,1709258,both,True
conv_AppleSupport_9200,9213,1973811,both,True
conv_AppleSupport_9200,9276,1975202,both,True
conv_AppleSupport_9200,9237,1977438,both,True
conv_AppleSupport_9200,9238,1977686,both,True
conv_AppleSupport_9200,9291,1978932,both,True
conv_AppleSupport_9200,9204,1980776,both,True
conv_AppleSupport_9200,9265,2013040,both,True
conv_AppleSupport_9200,9293,2887983,both,True
conv_AppleSupport_9200,32356,32357,both,True
conv_AppleSupport_9200,32370,32371,both,True
conv_AppleSupport_9200,33327,33328,both,True
conv_AppleSupport_9200,33334,1517043,both,True
conv_AppleSupport_9200,33333,1996468,both,True
conv_AppleSupport_9200,33335,2008378,both,True
conv_AppleSupport_9200,34658,34659,both,True
conv_AppleSupport_9200,38209,38208,both,True
conv_AppleSupport_9200,44617,44618,both,True
conv_AppleSupport_9200,59602,59603,both,True
conv_AppleSupport_9200,1437525,1437526,both,True
conv_AppleSupport_9200,1474702,1474703,both,True
conv_AppleSupport_9200,1500766,1500767,both,True
conv_AppleSupport_9200,1641334,1641335,both,True
conv_AppleSupport_9200,1709258,1709259,both,True
conv_AppleSupport_9200,1978932,1978931,both,True
conv_AppleSupport_9200,1978932,1978933,both,True
conv_AppleSupport_9200,2887983,2887984,both,True
conv_AppleSupport_9200,32371,32372,both,True
conv_AppleSupport_9200,33328,33329,both,True
conv_AppleSupport_9200,2008378,2008379,both,True
